ID,名称,lon,lat,房价,tese,城区名,地址,建筑年代,geometry,街道,县,市,省,describe
c90e83422cc8effdf075201fe94dfdfc,中海城紫鑫阁,116.454135,39.850772,35232,交通出行$交通便利， 小区距离地铁10号线寿寺站50米 (数据来源于高德地图) ，地铁6站到国贸，一站到宋家庄交通枢纽站，可换乘地铁5号线和亦庄线$$小区介绍$楼盘是中海地产开发，中海自持物业单独管理，24小时安保管理，物业费仅2.4元每平米， 配有24小时热水，市政集中供暖。$$周边配套$交通：地铁10号线.93路.665路.723路.685路.650路.990路.821路等公交 银行：工商银行.建设银行.民生银行.北京银行 购物：新业广场.华联*市.首开福茂 医院：铁营医院.东方医院$$适宜人群$本房适合注册办公，对购买人要求：个人名下不可以有住宅和商办类的房产，同时个人（包括北京户口的个人）还需要满足五年的纳税或者社保，商办类房产不支持贷款，需要全款购买。除个人购买情况外，股份制的公司也可以购买商办类房产。,朝阳小区,(朝阳成寿寺)成寿寺路134号院,2010,POINT (116.454135 39.850772),东铁匠营街道,丰台区,北京市,北京市,"Transportation
The community enjoys convenient transportation, located just 50 meters from Shousi Station on Subway Line 10 (data sourced from Amap). The subway takes six stops to reach Guomao and one stop to Songjiazhuang transport hub, where transfers are available to Subway Line 5 and the Yizhuang Line.

Community Introduction
The property is developed by Zhonghai Real Estate, which also independently manages it. It features 24-hour security management, with a property fee of only 2.4 RMB per square meter. The community is equipped with 24-hour hot water and centralized municipal heating.

Surrounding Facilities
Transportation includes Subway Line 10, and bus routes 93, 665, 723, 685, 650, 990, 821, etc. Banks nearby include ICBC, China Construction Bank, Minsheng Bank, and Bank of Beijing. Shopping options are Xinye Plaza, Hualian Market, and Shoukai Fortune Mall. Healthcare is provided by Tieying Hospital and Dongfang Hospital.

Suitable for
This property is ideal for registered offices. Purchaser requirements include: individuals must not own any residential or commercial properties under their name, and they must have either paid taxes or social security for five years, including those with a Beijing hukou. Commercial properties are not eligible for loans and require full payment for purchase. Besides individuals, joint-stock companies are also eligible to buy commercial properties.
"
d5d156772823c8ae2383e9b610a796ce,前泥洼小区,116.310233,39.862237,62664,交通出行$前泥洼小区所处的位置较好 交通出行便利 小区北侧就是环线地铁10号线泥洼站 和公交前泥洼公交站 开车出行的话 往东到丰益桥上三环无论往南出行还是北出行都不需要掉头。$$小区介绍$小区是2000年建成 每个单元一层两户 不拥挤 小区的人员构成简单 邻里关系和谐 小区集中供暖 停车目前是不收取停车费的$$周边配套$小区配套齐全，有亿潼隆丰益购物商场，路通菜市场，金唐购物商场，北京莱纳金唐影城，庄怡公园，丰益公园，解放军307医院。$$适宜人群$本房适合刚需客户购买，满五年不唯一公房，房子本身是钢混结构，带电梯，家里有老人也不用爬楼，院里好停车，出小门就是地铁10号线泥洼站，10号线是环线，去哪里都方便，距离100米，小区出去是公园，商场，菜市场，配套成熟，生活便捷。,丰台小区,"(丰台丽泽)前泥洼二区, 前泥洼三区, 前泥洼一区",1990,POINT (116.310233 39.862237),太平桥街道,丰台区,北京市,北京市,"Transportation
Qian Niwa Community is well-located with convenient transportation options. The north side of the community is adjacent to the Niwa Station on Subway Line 10 and the Qian Niwa bus station. For drivers, heading east to Fengyi Bridge onto the Third Ring Road allows easy access both north and south without needing to make U-turns.

Community Introduction
The community was built in 2000 with two apartments per floor in each unit, avoiding congestion. The demographic composition is simple with harmonious neighborly relations. The community provides central heating, and currently, there is no parking fee.

Surrounding Facilities
The community is well-equipped with facilities including the Yitong Long Fengyi Shopping Mall, Lutong Vegetable Market, Jintang Shopping Mall, Beijing Laina Jintang Cinema, Zhuangyi Park, Fengyi Park, and the PLA 307 Hospital.

Suitable for
This property is ideal for buyers with essential needs. It qualifies as a non-exclusive public housing unit if owned for over five years. The building is made of reinforced concrete with an elevator, making it accessible for the elderly who need not climb stairs. Parking is readily available in the courtyard. Exiting through the minor gate, you're immediately at the Niwa Station on Subway Line 10, a circular line that provides easy access to various parts of the city. Within 100 meters, the community has access to parks, shopping malls, and vegetable markets, ensuring mature facilities and convenience for everyday life."
430f1e374f8dfcf5c4e7d587084229b7,保利春天派,116.32567,39.675219,20649,交通出行$小区出北门步行50米就到地铁四号线天宫院D口，出行便捷。小区有多路公交车842，827，兴61等公交车四通八达。$$小区介绍$小区开发商为保利地产开发，房子为50年产权的商办类产权，小区环境优雅，小区每天有保安值班24小时保安巡逻。$$周边配套$小区正北侧就是凯德MALL大型购物商场，可以满足您吃喝购物，看电影，健身房等等一系列需求。凯德MALL内地下二层永辉生鲜*市，每天供应新鲜蔬菜水果，十分方便。$$适宜人群$保利物业环境好，总价低，适合刚需客户过渡用房。西向精装修无遮挡。,大兴小区,"(大兴天宫院)京开高速天宫院收费站西侧100米路东, 天水大街46号院",2013,POINT (116.32567 39.675219),天宫院街道,大兴区,北京市,北京市,"Transportation
Exiting the north gate of the community, it's just a 50-meter walk to the D exit of Tiangongyuan Station on Subway Line 4, providing convenient travel options. The area is well-serviced by several bus routes including 842, 827, and Xing 61, offering extensive connectivity.

Community Introduction
The community was developed by Poly Real Estate and features commercial office-type property rights with a 50-year tenure. The environment is elegant with 24-hour security patrols ensuring safety every day.

Surrounding Facilities
Directly north of the community is the large CapitaMall shopping center, which can satisfy a variety of needs including dining, shopping, watching movies, and visiting the gym, among others. The CapitaMall houses a Yonghui Supermarket on its second basement level, which daily provides fresh vegetables and fruits, making it very convenient.

Suitable for
With Poly Property's excellent environment and affordable pricing, this property is suitable for clients with immediate housing needs. The units are well-furnished facing west with unobstructed views.
"
b9b0d15647624e0fc1451a0de00e487a,望都新地二期,116.421164,40.119816,43577,交通出行$小区北侧是定泗路，往东可以直上京承高速以及在建的17号线，往西是立汤路，出行方便$$小区介绍$望都新地二期6层板楼是2012年建成，电梯房是2016年建成，商品房社区。小区西侧有小广场和小公园，可供居民散步，娱乐，休闲，并配有儿童游乐场所。小区有南北两个大门，封闭式管理，物业管理好，华泰物业，物业费1.3元/平，电梯房物业费是2.3元/平，自采暖$$周边配套$小区北侧有工商银行、 北京银行、建设银行、物美大卖场、 肯德基、 麦当劳 、 自由市场。门口有果蔬好，康源体育会所，生活出行便利$$适宜人群$此房带电梯，正规三居室格局，主卧带独立卫生间。有电梯适合有老人和小孩的改善型家庭使用。交通生活方便，配套齐全,昌平小区,(昌平北七家)北七家镇立汤路60号院,2010,POINT (116.421164 40.119816),北七家镇,昌平区,北京市,北京市,"Transportation
To the north of the community is Dingsi Road, which provides direct access to the Jingcheng Expressway and the under-construction Line 17 subway to the east, and Litang Road to the west, facilitating convenient travel.

Community Introduction
The six-story slab building of Wangdu New Land Phase II was completed in 2012, and the elevator apartments were completed in 2014. It is a commercial housing community. The west side of the community features a small square and a park, providing spaces for residents to walk, entertain, and relax, complete with a children’s playground. The community has two main gates, north and south, and is managed in a closed style. The property management is handled by Huatai Property, with property fees of 1.3 RMB/sqm for the non-elevator buildings and 2.3 RMB/sqm for the elevator buildings, and it features self-heating.

Surrounding Facilities
To the north of the community are amenities such as the Industrial and Commercial Bank of China, Bank of Beijing, China Construction Bank, Wumart hypermarket, KFC, McDonald’s, and Free Market. At the entrance, there are good fruit and vegetable options, Kangyuan Sports Club, making life and travel convenient.

Suitable for
This property features an elevator and a regular three-bedroom layout, with the master bedroom including an en-suite bathroom. The presence of an elevator makes it suitable for families looking to improve their living situation, particularly those with elderly members and children. It offers convenient transportation and fully equipped living facilities."
f0afc9484be0813bf9d6a71ee6dba0a2,梦想家园西区,116.698114,40.289111,29002,"交通出行$小区出门有公交H9路，离南华市场大概有6公里，可以骑车出行，离京密入口大概5公里$$小区介绍$小区位于怀柔区杨宋镇，开发商是：北京金第房地产开发有限责任公司,自持物业，24小时安保系统。$$周边配套$银行：北京银行、中国邮政储蓄银行、北京农商银行。医院：北京市怀柔区杨宋镇社区卫生服务中 心、北京怀柔医院。交通：大广高速、京密路、京承高速、怀柔南站高铁站。$$适宜人群$此楼带电梯孕婴老幼适宜，精装修，人车分流，人文素质高，环境好。",怀柔小区,"(怀柔怀柔)杨宋镇中高路与怀耿路交汇处向南600米路东, 安平路29号院",2005,POINT (116.698114 40.289111),杨宋镇,怀柔区,北京市,北京市,"Transportation
Exiting the community, there is bus route H9. It's about 6 kilometers from the Nanhua Market, suitable for cycling, and approximately 5 kilometers from the Jingmi Road entrance.

Community Introduction
The community is located in Yangsong Town, Huairou District, developed by Beijing Jindi Real Estate Development Co., Ltd., which also manages the property. It features a 24-hour security system.

Surrounding Facilities
Banks include Bank of Beijing, China Post Savings Bank, and Beijing Rural Commercial Bank. Healthcare facilities are the Yangsong Town Community Health Service Center and Beijing Huairou Hospital. Transportation links include the Daguang Expressway, Jingmi Road, Jingcheng Expressway, and Huairou South High-Speed Train Station.

Suitable for
This building, equipped with elevators, is suitable for families including infants and the elderly, offering finely decorated interiors, segregated pedestrian and vehicle routes, high cultural standards, and a pleasant environment."
0162518c50d63d5ce740ce27822699d3,东兴一区,116.6709,40.137772,37070,交通出行$小区距离地铁15号线顺义站B口400米的距离，地铁站口也是公交站850路、915路、856路等多路公交可供选择，同时还有公共自行车可供您近距离出行使用，出行方便。$$小区介绍$小区共计41栋楼，其中板楼35栋，塔楼6栋，始建于1994年---2001年建成，小区民水民电、燃气入户，集中供暧16.5/供暧季，地上免费停车，东腾物业公司，0.55元/平米/月，生活成本低，出行方便，停车位充足。$$周边配套$配套有四家银行，分别是农业、工商、建设、中国银行；买菜有东兴二区菜市场，餐饮有京汉餐饮街，有绿港幼儿园等；就医有顺义区医院、顺义区中医院；休闲锻炼有健身游泳馆、潮白河公园；距离顺义新世界、华联等商场都比较近.$$适宜人群$孕婴老幼：房子出行方便，小区配套齐全，生活方便。房子满五唯一，三居室，适合置换的客户。,顺义小区,(顺义顺义城)东安路东兴小区,1993,POINT (116.6709 40.137772),仁和地区,顺义区,北京市,北京市,"Transportation
The community is located just 400 meters from the B exit of Shunyi Station on Subway Line 15. The subway station also serves as a hub for several bus routes including 850, 915, and 856, offering multiple options for public transportation. Additionally, public bicycles are available for short-distance travel, making commuting convenient.

Community Introduction
The community comprises 41 buildings, including 35 slab buildings and 6 tower buildings, constructed between 1994 and 2001. The community features residential water and electricity, gas pipelines into homes, centralized heating available for 16.5 yuan per heating season, free surface parking, and property management by Dongteng Property Company at a rate of 0.55 RMB per square meter per month. The cost of living is low, travel is convenient, and there is ample parking available.

Surrounding Facilities
The area is well-equipped with four banks: Agricultural Bank of China, Industrial and Commercial Bank of China, China Construction Bank, and Bank of China. For grocery shopping, there is the Dongxing Second District Vegetable Market. Dining options include Jinghan Food Street, and there is the LvGang Kindergarten for early childhood education. Medical facilities include Shunyi District Hospital and Shunyi District Traditional Chinese Medicine Hospital. For leisure and fitness, there is a fitness and swimming center, and Chaobai River Park is nearby. The community is also close to shopping centers like Shunyi New World and Hualian.

Suitable for
Ideal for families, including those with infants and the elderly: The property is convenient for travel, with comprehensive community facilities and easy living. The residence qualifies as a primary residence that has been owned for over five years and is a three-bedroom apartment, suitable for clients looking to upgrade their housing."
d3c022089149fd9f472a4d742703323c,九龙花园,116.477203,39.900109,61804,交通出行$小区南门外20米处就是九龙花园公交站，专10、专87、23、35、54、348等多路公交可达；小区正门距7号线、14号线九龙山站770米（百度地图可查），距10号线双井站400米（百度地图可查），出行方便$$小区介绍$九龙花园是2000至2003年分批建成的商品房社区，一共7栋楼，德诚物业，物业费1.67~2.14元，不同楼栋略有差别；生活方面：水电为民水、民电，市政集中供暖，小区配备24小时热水，热水30元吨。$$周边配套$小区范围有光大，工商，中信，建行等多家银行，医院有垂杨柳医院。小区东门100米（据百度地图可查）有家乐福、百安居等。向东700米（据百度地图可查）是合生汇，向西500米（据百度地图可查）是富力广场，都是集餐饮，购物，娱乐于一体的综合购物广场$$适宜人群$孕婴老幼：本房目前空置，小区绿化好，人文环境好，采光好。 改善群体：楼栋单独物业管理，楼龄新，房子正对花园。 家有老人：低楼层，配套齐全，有菜市场、公园、带电梯、集中供暖、24小时热水，距离医院近。 上班族：近国贸，多条地铁，上班方便,朝阳小区,(朝阳双井)广渠路31号,1998,POINT (116.477203 39.900109),双井街道,朝阳区,北京市,北京市,"Transportation Just 20 meters from the south gate of the community is the Jiulong Garden bus station, with multiple bus routes available including Special 10, Special 87, 23, 35, 54, 348, among others; the main gate is 770 meters away from Jiulongshan Station on Subway Lines 7 and 14 (as per Baidu Maps), and 400 meters from Shuangjing Station on Line 10 (as per Baidu Maps), making commuting convenient.

Community Introduction Jiulong Garden is a commercial housing community constructed in phases from 2000 to 2003, consisting of 7 buildings managed by Decheng Property, with property fees ranging from 1.67 to 2.14 RMB, varying slightly between buildings. Utilities include residential water and electricity, municipal central heating, and the community provides 24-hour hot water at 30 RMB per ton.

Surrounding Facilities Within the vicinity of the community, there are several banks including Everbright, ICBC, CITIC, and CCB, and hospitals like Chuiyangliu Hospital. 100 meters east of the east gate (as per Baidu Maps), there are shopping facilities like Carrefour and B&Q. Located 700 meters to the east (as per Baidu Maps) is Hopson One, and 500 meters to the west (as per Baidu Maps) is Fuli Plaza, both comprehensive shopping malls that include dining, shopping, and entertainment.

Suitable for Families with infants, elderly, and the young: The unit is currently vacant, with good community greenery, cultural environment, and natural light. Improvement-seekers: Individual property management for each building, new building age, apartments directly facing the garden. Families with elderly members: Low floors, well-equipped with nearby vegetable markets, parks, elevators, centralized heating, 24-hour hot water, and close proximity to hospitals. Working professionals: Close to Guomao, multiple subway lines available, making it convenient for commuting to work."
9a29c7072d4445705c268b0616b42c41,永顺南街164号院,116.656675,39.918852,33520,周边配套$小区旁边有万达广场，永辉，263医院，运河商务区，国泰百货，苏宁易购，解放军263医院，工商银行，农商银行，6号线北关站，八通线北苑站$$交通出行$地铁：小区距离地铁八通线通州北苑站1200米（来源高德地图），距离地铁六号线通州北关站1300米（来源高德地图） 公交：811路 802路 615路 582路 通4路 通6路,通州小区,(通州万达)永顺南街164号院,1978,POINT (116.656675 39.918852),新华街道,通州区,北京市,北京市,"Transportation Subway: The community is located 1200 meters from Tongzhou Beiyuan Station on the Batong Line (data sourced from Amap) and 1300 meters from Tongzhou Beiguan Station on Line 6 (data sourced from Amap). Bus: Available routes include 811, 802, 615, 582, Tong 4, and Tong 6.Surrounding Facilities Adjacent to the community are major amenities including Wanda Plaza, Yonghui supermarket, Hospital 263, Canal Business District, Guotai Department Store, Suning Easy Buy, PLA 263 Hospital, Industrial and Commercial Bank of China, Rural Commercial Bank, Line 6 Beiguan Station, and Batong Line Beiyuan Station.
"
18334dc829a22259d808b43e1d029824,怡海花园恒泰园,116.306494,39.841008,63585,交通出行$小区地理位置优越，出行方便，开车出小区南门可直接上四环，另外还有多条公交，出小区西门就是地铁9号线科怡路站，9号线可以换乘房山线郭公庄站、10号线六里桥站、1号线军事博物馆站、6号线白石桥南站、4号线国图站。$$小区介绍$怡海花园恒泰园在北京西南四环路交界处，位于全线通车的四环路以里。小区占地50万平方米，规划建筑面积110万平方米，规划住户8000户，30000人。小区内有老年大学、急救站、医院等一应俱全。餐饮、美容店、美发店、洗衣店、装饰公司配套完善。$$周边配套$小区内有工商银行、建设银行、光大银行、民生银行、兴业银行等，有怡海绿园、健身房、游泳馆、美容店、理发店、美食广场等，小区外有欧尚、资和信百货、永旺梦乐城、万达广场等，生活配套设施齐全。$$适宜人群$适合总部基地上班族或者出行坐地铁9号线方便的人群，适合年轻人小孩居住，房子采光充足！,丰台小区,(丰台科技园区)怡海花园恒泰园,1997,POINT (116.306494 39.841008),花乡地区,丰台区,北京市,北京市,"Transportation The community enjoys a prime location with convenient travel options. Driving from the south gate of the community provides direct access to the Fourth Ring Road. Additionally, there are multiple bus routes available, and the west gate of the community is adjacent to the Keyi Road Station on Subway Line 9. Line 9 offers transfers to the Fangshan Line at Guogongzhuang Station, Line 10 at Liuliqiao Station, Line 1 at Military Museum Station, Line 6 at Baishiqiao South Station, and Line 4 at National Library Station.

Community Introduction Yihai Garden Hengtai Park is located at the intersection of the southwest Fourth Ring Road in Beijing, within the fully operational Fourth Ring Road area. The community covers 500,000 square meters, with a planned building area of 1.1 million square meters, housing approximately 8,000 households and 30,000 residents. Facilities within the community include a university for the elderly, emergency stations, a hospital, and are well supported by dining, beauty salons, hair salons, laundries, and decorating companies.

Surrounding Facilities Within the community, there are several banks including Industrial and Commercial Bank of China, China Construction Bank, Everbright Bank, Minsheng Bank, and Industrial Bank. Amenities include Yihai Green Park, a gym, swimming pool, beauty salons, hair salons, and a food court. Outside the community, there are Auchan, Zi and Xin Department Store, Aeon Dream Mall, and Wanda Plaza, ensuring a comprehensive set of life-supporting facilities.

Suitable for Ideal for office workers based in headquarters or those who find it convenient to travel via Subway Line 9. Suitable for young people and children, the homes offer ample natural light."
ce2e102d5599f55deb33454fb419c876,风格派,116.427633,40.002306,87751,交通出行$公交线路有慧忠路东口站（387路、430路、464路、538路、753路、905路、运通110），有小营西路站（538路、753路、905路、928路、运通110路），地铁有大屯路东站和惠新西街北口地铁站。$$小区介绍$小区是2008年的，人车分流的，绿化好，楼道干净全部瓷砖。四梯28户，户型都是没有遮挡的，太和开发，欧陆经典三期。风格派的户型。40.56 平    51.2平    54.3平   66.8平四个基本户型。这个户型是40.56平的。门口有个小的门厅。$$周边配套$华堂商场、幸福荣耀、亚辰早市、道尔泰菜市场、建设银行、招商银行、农业银行、苏宁电器,朝阳小区,(朝阳亚运村小营)北苑路甲166号,2007,POINT (116.427633 40.002306),大屯街道,朝阳区,北京市,北京市,"Transportation
Bus routes available include Huizhong Road East Station (Routes 387, 430, 464, 538, 753, 905, and Yuntong 110) and Xiaoying West Road Station (Routes 538, 753, 905, 928, and Yuntong 110). Subway access includes Datun Road East Station and Huixinxijie North Station.

Community Introduction
The community, built in 2008, features segregated pedestrian and vehicle pathways, good greenery, and clean hallways fully tiled. Buildings have four elevators serving 28 households, with all units enjoying unobstructed layouts. Developed by Taihe, the community is part of the European Classic Phase III project, known for its modern “Fenggepai” design. There are four primary unit sizes: 40.56 sqm, 51.2 sqm, 54.3 sqm, and 66.8 sqm. This specific unit is 40.56 sqm and includes a small entry foyer.

Surrounding Facilities
Nearby amenities include Huatang Shopping Mall, Xingfu Rongyao, Yachen Morning Market, Daoertai Vegetable Market, and banks such as China Construction Bank, China Merchants Bank, and Agricultural Bank of China. There is also a Suning Electronics store."
