ID,名称,lon,lat,房价,tese,城区名,地址,建筑年代,geometry,街道,县,市,省
1d662d76c6f7a96f2c16d75e29b75c65,北辰福第六号院,116.60697,39.932524,57054.0,交通出行$小区近地铁6号线常营站，适合上班族居住，下了地铁130米就到楼下，小区处在东五环外，距离机场T2航站楼7公里出行便利，出行有朝阳路、朝阳北路、姚家园路和机场二高速四通八达，门口还有专15.488.499路公交车。$$小区介绍$小区是开发商是北辰集团，整体交房时间是2010年，属于常营地区相对较新的楼盘。物业是开发商自持物业。有地上和地下车位，物业费1.8元。$$周边配套$旁边有长楹天街等大型商场，涵盖了饮食、娱乐、购物、电影等，建成了常营体育公园，健身、遛弯十分方便；小区北侧为高尔夫球场，是闲暇时间的好去处。,朝阳小区,(朝阳常营)北辰福第六号院,2008,POINT (116.60697 39.932524),常营地区（乡）,朝阳区,北京市,北京市
872cde96700382bd264d32f0c0de086b,徜徉嘉园8号院,116.214116,39.76104,45767.0,交通出行$出小区可上京良路快速路，可到五环，可以驶入京港澳高速，交通便利。出小区东门是公交站有832路，912路，F51路，F76路，F81路，专93路。轨道交通是房山线，长阳地铁站。$$小区介绍$北京城建开发，2014年建成的小区，小区纯人车分流，车位全部在地下，行人在地面行走很安全；小区是英伦式园林风格，中间有水系，一共9栋楼，其中6栋是5~9层的洋房，北边3栋是两梯两户的高层，主力户型是130平左右的三居，另有170平左右的四居。$$周边配套$小区北侧有开发商建的公园，可供居民闲暇时间散步遛弯；长阳体育公园有乒乓球场，篮球场，老人和儿童活动场所。半岛广场：永辉、休闲、娱乐、购物一体化。另有果蔬好、张家场菜市场等水果菜品齐全。$$适宜人群$小区是洋房社区，低密度，绿化35%以上，小区像公园一样，小区最小面积125平，属于改善型小区，这个户型是4居三卫的格局，适合二胎家庭和三代同堂居住,房山小区,(房山长阳)祥云街8号院,2014,POINT (116.214116 39.76104),长阳镇,房山区,北京市,北京市
7b8ad4a86775f607b7dd4b282bfd259c,中建国际港,116.338397,39.760335,52918.0,交通出行$小区南门距离地铁4号线枣园站70米（根据高德地图显示），门口有多条公交410路;631路快车;829路;841路;842路;937路;954路;968路;x105路;凤河营通勤班车;快速直达专线175路;兴47路;兴66路;兴940路$$小区介绍$开发商是国企中海集团开发的，2015年小区，高层的板楼，自持物业，管理到位，塑胶跑道，篮球场地，网球场地。地下停车位，车位充足。小区门口就是地铁枣园站（4号线）和盒马生鲜，居然之家。$$周边配套$有居然之家、苏宁、玫瑰包含小商品市场、品牌服饰和美食城、盒马生鲜、永辉、吉鲜市场、物美大卖场。银行：中国建设银行、中国农业银行。$$适宜人群$房屋为精装修正规三居室户型，房产证下发满五年，业主在京家庭唯一住宅，高楼层，视野无遮挡，简单保洁后可以拎包入住，房屋适合祖孙三代人居住，户型方正，格局合理，业主诚意出售，房屋目前出租状态，租住人群为企业高管，看房需要提前预约。,大兴小区,(大兴枣园)枣园巷3号院,2013,POINT (116.338397 39.760335),观音寺街道,大兴区,北京市,北京市
9280fd704ddbf163be06a04eb549098d,三里河二区A区,116.3498,39.918468,157140.0,交通出行$小区南侧800米是木樨地地铁口，长安商场，北侧300米是三里河东路公交车站，美廉美，东侧2000米是西二环，儿童医院。西侧1000米是玉渊潭公园（来自百度地图）$$小区介绍$本房2000年小区，贷款方式不限，楼层高，配套齐全，小区门口就有菜市场、玉渊潭公园距离1公里、带电梯 不临街，小区共4栋楼，小区环境好，刷门禁入小区，24小时保安值守，物业管理负责$$适宜人群$此房适合一家三口居住，或者新婚居住都是不错的选择，房子带电梯，中高楼层，采光充足，小区管理完善，楼龄新。,西城小区,"(西城月坛)三里河二区A区, 三里河二区",1999,POINT (116.3498 39.918468),展览路街道,西城区,北京市,北京市
28817f2d134082d6c2665f308c7cb0ae,莲水怡园,116.554139,39.767883,31520.0,交通出行$此房是正规三居室户型，进门是朝南向的客厅和餐厅的位置，两个朝南的卧室分别在客厅的两侧，眼镜户型，主卧带独立卫生间，另外一个次卧室和厨房，客卫朝北，南北通透，通风效果好，户型方正。$$小区介绍$莲水怡园小区室怡园伟业开发商2003年开发的70年住宅类商品房小区，小区住宅楼共12栋，户型包括1-4居室，可以满足各个阶段的购房人群的需求，小区位于马驹桥入口处，距离地铁亦庄线同济南路1700米（数据来自高德地图），公交车1-2站地，出行方便。$$周边配套$小区旁边配套完善，北侧是凉水河滨河森林公园，南侧800米是神龙公园，小区西北侧距离同仁医院3.5公里，南侧距离通州二院1公里，物美，百尚生活购物广场，生活配套完善。$$适宜人群$适合一家人居住，主卧带独卫，大的客厅两个卫生间。一家人居住或者是三代人居住都是没有问题的,通州小区,(通州马驹桥)新海东路2号院,2003,POINT (116.554139 39.767883),马驹桥镇,通州区,北京市,北京市
44facb5669cd7024dd0e16d8a584e06a,康鸿家园,116.415803,39.966868,112008.0,交通出行$此小区门口就是主干线公交站蒋宅口站，通往市里和郊区都是很方便的，距离地铁5号线和平里北街站大概1000米（来自高德地图）。$$小区介绍$小区是2000年的房子，小区一共是3栋板楼，两栋楼带电梯，本楼是带电梯的，小区24小时保安，管理好，小区安静和谐。$$周边配套$此小区南侧跟西侧有三个大公园，柳荫，地坛，青年湖公园，供业主们平时的休闲时光，银行，饭店，商场配套齐全。,东城小区,(东城和平里)安定门外大街44号院,2000,POINT (116.415803 39.966868),和平街街道,朝阳区,北京市,北京市
21fe3bd93ca94f1dd480265fdef7ec68,美丽西园,116.282889,39.942772,89797.0,"交通出行$距离小区最近的地铁站是6号线海淀五路居站，距离600米（来自百度地图），开车出门就是四环辅路，距离最近的公交站是营慧寺公交站。$$小区介绍$美丽西园分布多样，其中4、5、6、7这四栋楼是外文局央产单位的，单独管理，2019年重新做的改造，加装了电梯，目前小区环境很不错。$$周边配套$640米是美丽园小区小广场，平时可以去散步遛弯。配套有金四季购物，距离约1.4公里（高德地图显示距离），3.5公里处有世纪金源购物广场，也有生鲜chao市，家乐福。四季青医院，301,304 空总。$$适宜人群$家里有老人、带孩子的，比较合适，房子是带电梯的板楼，南北通透，采光好，楼龄新，小区环境好，有一个固定车位。",海淀小区,(海淀四季青)西四环北路美丽西园,1997,POINT (116.282889 39.942772),曙光街道,海淀区,北京市,北京市
5551dda93f7a56c48ff883e203bb34a4,苹果园小区二区,116.194258,39.936397,50191.0,交通出行$地铁：小区南侧步行400米是6号线的杨庄地铁口，坐1站到苹果园可换乘1号线，到正在修建的苹果园交通枢纽1.1公里（来源于高德地图）。开车：小区南侧是阜石路快速路高架，北侧有永引渠南路，可直通五环。小区门口就是公交站，有972、663、399、472等多路公交$$周边配套$2公里范围内有医院/商场/菜市场/公园/地铁，配套齐全，居住生活方便。$$适宜人群$此房适合首付不高的年轻小两口，贷款方式不限。有电梯，也适合家里有老人的家庭，配套齐全，有菜市场、公园、社区医院。房子不临街，居住安静。,石景山小区,(石景山苹果园)苹果园大街苹果园二区,1994,POINT (116.194258 39.936397),苹果园街道,石景山区,北京市,北京市
13e9bfacbaa485f2aeb02b835baba443,小石桥胡同11号院,116.39769,39.95265,146201.0,交通出行$小区东侧就是8号线鼓楼大街站，步行距离309米（数据来源于百度地图测距）多条公交线路停靠。出行方便。$$小区介绍$本小区隶属故宫博物院央产管理，人文素质高，邻里和睦融洽。居住体验尚佳。$$周边配套$出本小区胡同口往北走500米是北二环小公园，还有大型的新民菜市场，购物方便！往南走800米是钟鼓楼，鼓楼古建筑，后海酒吧一条街，宋庆龄故居和南锣鼓巷旅游景点，是你茶余饭后的好去所！住在这里真的有住在北京城的感觉啦！,西城小区,(西城六铺炕)小石桥胡同11号院,1976,POINT (116.39769 39.95265),和平里街道,东城区,北京市,北京市
d484b0c8bfc4fc6be5328a4b2fc6ac79,石韵浩庭,116.480923,39.900942,93005.0,交通出行$小区距离到公交站珠江帝景站也就190米，距离7号线和14号线九龙山地铁换乘站290米（以上距离信息均由百度地图提供查询），是及购物、娱乐、医疗成熟完善板块，设施齐全。$$小区介绍$石韵浩庭小区是围合式社区，运用现代建筑技术与优质的建材设备打造具有中式韵味，符合现代中国人审美标准的一种建筑形式。成为CBD地区具有独特中国风格的社区，体现了中国建筑美学中的简约、围合、人性化、亲近、自然等原则$$周边配套$小区位于CBD南侧，双井桥东800米小区位于东三环和东四环中间。配套比较完善，小区东门到九龙山地铁A口269米，距离双井家乐福225米，合生汇商场428米，（以上数据来源高德地图）交通出行以及购物都十分方便。,朝阳小区,(朝阳大望路)广渠路33号院,2004,POINT (116.480923 39.900942),双井街道,朝阳区,北京市,北京市
b319520d4f05ca4f79092de4f5122680,北京气象局宿舍,116.304121,39.952463,98856.0,交通出行$小区出门319米是车道沟C口（数据来源于高德地图） 小区门口还有114路 334路 347路 360路 360快等 公交路线 小区开车出门 就是紫竹院路 出行方便,海淀小区,(海淀紫竹桥)紫竹院路42号院,1985,POINT (116.304121 39.952463),紫竹院街道,海淀区,北京市,北京市
f01321d507833f35450a3d752e2d5442,樱桃二条8号院,116.367877,39.886533,102570.0,交通出行$驾车：西二环辅路，驾车交通出行方便，只是小区车位比较紧张。地铁：距离7号线广安门内站大约有1200米，距离4号线陶然亭站也大约1200米，白纸坊西街有公交车直达$$小区介绍$樱桃二条8号院是北京鲁能陶然房地产开发有限公司于2004年建成的。小区有24小时安保，物业尽职尽责。优点在于小区安静，配套齐全，环境好。缺点；车位相对紧张，地下车位目前已经饱和$$周边配套$商场：西铁营万达广场，王 府井右安门分店等。生活采买：沃尔玛、金源、物美等。 交通：距离地铁广安门内站1.2公里；距离白纸坊公交站314米，主要线路：19路、40路。 医疗：宣武医院、广安门中医院、北京佑安医院、回民医院等。还有白纸坊社区医院。,西城小区,"(西城白纸坊)樱桃二条8号院, 南樱桃二条8号院",1959,POINT (116.367877 39.886533),牛街街道,西城区,北京市,北京市
63defcca3e6e51861d47c4b2cee4a067,中海御鑫阁,116.305143,39.825059,66105.0,交通出行$从小区出发到地铁九号线丰台科技园站的距离是712米（百度地图显示），到九号线地铁郭公庄站的距离是686米（百度地图显示），有地铁九号线和房山线。门口也有公交车，如果自己开车的话，走丰科路，往北可以直接上四环，往南直达五环。$$小区介绍$小区是中海开发楼盘，中海自持物业，2012年精装修交房。小区总共4栋楼，人车分流，刷卡入户。小区24小时保安巡逻，每个楼都有自己专属管家负责。小区有专属的物业服务热线，整体居住舒适安全。$$周边配套$中海御鑫阁小区位于地铁九号线郭公庄站和地铁科技园站之间，小区门口有470路公交车。出小区北行一公里即到南四环辅路。小区西边一公里有御康公园和世界公园，小区西边600米是永旺梦乐城，北边600米是万达，两个大的综合型商场。$$适宜人群$中海御鑫阁小区，位于丰台西南四环外，北靠总部基地科技园区，地铁9号线科技园站。适宜地铁9号线出行上班的客户。总价低、首付款低，适宜刚需客户购买。,丰台小区,(丰台科技园区)六圈路2号院,2010,POINT (116.305143 39.825059),花乡地区,丰台区,北京市,北京市
e2a88430d811f6395421a8378c0d7128,烟树园,116.2853,39.968624,107159.0,交通出行$烟树园小区西侧200米就是西四环北路，自驾出行很方便，距离地铁10号线火器营站1.5公里，距离远大路12号线仅800米。$$小区介绍$小区开放商是北京金源鸿大房地产开发有限公司，物业公司是北京海清物业管理有限公司，物业费是1.25元/平/月 共有8栋总高11层的塔楼，小区内有花园绿化，健身小广场等公共设施，小区属于人车分流的小区，地面没有规划停车位，车辆从门口直接进地库。$$周边配套$小区有东门和南门两个出入口，小区旁边有地铁10号线火器营站，南坞公交车总站，金源购物商城，物美大卖场，四季青医院，融乐公园，可以一站式的满足您的衣食住行。$$适宜人群$本房适合小两口居住或者一家三口人，正规一居室，采光好，视野好，比较温馨,海淀小区,(海淀世纪城)蓝靛厂烟树园,2003,POINT (116.2853 39.968624),海淀街道,海淀区,北京市,北京市
92da6cc7279f94b4e58a0d4286dc7e4c,CUV国际公寓,116.341977,39.855536,31119.0,交通出行$小区在西南三环内，开车可直接进入三环路，南侧约520米是十号线纪家庙站（数据来源于百度地图）。$$周边配套$小区在西南三环内，开车可直接进入三环路，南侧约520米是十号线纪家庙站（数据来源于百度地图）。$$适宜人群$适合办公出租，适合注册公司，适合全款购买者。如果有想开公司的可以看看。,丰台小区,"(丰台玉泉营)CUV国际公寓, 南三环西路91号院",2008,POINT (116.341977 39.855536),右安门街道,丰台区,北京市,北京市
3acf3850e06d60610b30be11a5ddabd9,凤凰城一期,116.459197,39.967298,97439.0,交通出行$1.10号线三元桥有四个地铁口，其中三个ABD口在凤凰城这边，还有机场快轨跟三元桥无缝对接，方便去机场得客户业主； 2.三横两纵：三横：机场高速，曙光西路，京承高速；两纵：三环跟四环； 3.公交站：静安庄，三元桥，曙光里南口等路线，方便业主出行$$小区介绍$小区环境优雅，园区内部就有泳池、网球场、大片白杨林、明式长廊等，每个单元大堂有24小时管家服务，让您的生活更加便利。$$周边配套$配套齐全，有凤凰汇商场、凤凰商街、家乐福等大型购物场所，尤其是凤凰商街里面，多种中西餐、咖啡厅、银行、便利店、日化等，生活方便。$$适宜人群$此房属于三元桥中高档社区，对于高水平人士很合适，小区物业24小时值班，陌生人要登记核实清楚之后才可以进入，很多是改善居住到本社区，一家人居住，出行方便，温泉社区，小区配有儿童游乐场，网球场，足球场，篮球场等，室内室外泳池，居住舒适享受。,朝阳小区,(朝阳三元桥)曙光西里甲5号院,2002,POINT (116.459197 39.967298),望京街道,朝阳区,北京市,北京市
0a2cc0f8edc9f31fffae3659ec03e692,金隅翡丽一期,116.373192,40.070863,84223.0,"小区介绍$开发商是北京金隅程远房地产开发有限公司，建筑风格为英伦洋房， 都是5-6层的电梯板楼，人车分流，保安 24小时值班，物业费位4.48元平月，供暖费30元平采暖季（计量收费),停车位租金为500元月，一期共10栋住宅楼，5栋叠拼，5栋平层板楼$$适宜人群$2013年初开发商交的房子，院内共10栋住宅楼，5栋花园洋房，5栋叠墅，英伦风格，环境幽雅，开发商自持物业，小区纯商品房社区，适合改善居住品质的购房群体。",海淀小区,(海淀西三旗)海淀西三旗建材城中路新都环岛北侧200米,2011,POINT (116.373192 40.070863),东小口地区,昌平区,北京市,北京市
c8502d3e06b6036dd81874a8892d739f,民旺园,116.433761,39.957978,126006.0,交通出行$小区西侧是和平里东街，多路公交经过：84、83、116、特13、406路等$$小区介绍$民旺园小区是成熟社区，分为南院和北院，华润物业管理，小区停车位充足。$$周边配套$小区距离北二环，地坛公园，雍和宫地铁站，小区外侧就是美廉美，旁边边还有河马生鲜$$适宜人群$适合三代人居住  一南两北 业主诚意出售  看房随时 满五年唯一,东城小区,(东城和平里)民旺园,1956,POINT (116.433761 39.957978),左家庄街道,朝阳区,北京市,北京市
5acb3d2352b997de20fb166b51c03bf1,金地中央世家,116.543201,40.106266,40838.0,交通出行$小区南门是火沙路，东侧衔接京密路，西侧过罗马环岛直达京承高速，北靠机场北线，出行便捷。$$小区介绍$金地中 央世家 金地物业 管理完善 小区环境优美 人车分离 人群素质高 绿化做的很好$$周边配套$房子周 边就有金地打造的商 业，金地广场，附 近公园 环 绕，物美购物广场$$适宜人群$楼盘内住的主要是企业高管，老总等高净值人群，高素质，租户比较少，居住人群纯粹。,顺义小区,"(顺义后沙峪)后沙峪罗马环岛沿火沙路东行1000米路北, 裕庆路20号院, 裕庆路18号院",2015,POINT (116.543201 40.106266),后沙峪地区,顺义区,北京市,北京市
66fc65765d9cf8b1dd6b5683b5258f3b,益丰园,116.422451,39.815859,42822.0,交通出行$小区南边公交车有622.680.526.343快速公交1号线等，开车可走德贤路和大红门路，地铁有8号线东高地站$$小区介绍$小区去年做了改造，外立面加了保温层，下水管道和窗户等做了更换，小区焕然一新，小区北面有东高地公园，从小区北门可以直接进入，小区南门有健身区域$$周边配套$益丰园小区所在位置生活配套设施齐全。小区北边有东高地公园，爱琴海购物广场，碧海公园，旺兴湖公园。南有航天万源广场，物美。小区东侧有东高地菜市场，东高地游泳馆，北京航天总医院$$适宜人群$本房带电梯，视野采光都还不错，小区北边就是东高地公园，南边是东高地体育场，东高地菜市场，北京航天总医院，所以无论是年轻人购买婚房，还是老年人养老居住，都可以选择购买。,丰台小区,(丰台万源)益丰园,1995,POINT (116.422451 39.815859),旧宫地区,大兴区,北京市,北京市
cd2f0851f7663efb28f6f2aa718a96f6,芳城园一区,116.441442,39.875518,63299.0,"交通出行$小区有地铁十四号线五号线，有多条交通路线741,685，特12等，出行方便，交通便利，可以直接上二环和三环，可以节省您上下班途中的时间。$$小区介绍$此房小区95年建成，紧挨南二环，是八大部委央产房社区，人员素质高，小区配套齐全，小区中间有大花园，岁月沉淀树木，小区5个出口方便出行，地上停车。$$周边配套$芳城园一区是方庄的成熟社区，配套设施齐全： ①三大公园：龙潭湖公园、方庄体育公园，天坛公园，让您感受大自然的氧吧。 ②双轨交通：地铁5号线蒲黄榆站和地铁14号线方庄站。 ③医疗配套：东方医院。④购物：家乐福。$$适宜人群$方庄是北京最早规划的成熟小区；以前瞻的眼光对区域的街道、生活配套进行规划，小区中间就是公园，小区可以满足任何年龄段的居住要求、医院、公园都在500米；年轻人的出行可以选择地铁也可以直接驾车上二环、小朋友的入学就在小区里面",丰台小区,(丰台方庄)芳城园一区,1989,POINT (116.441442 39.875518),潘家园街道,朝阳区,北京市,北京市
1ab34593192a53788362df0bc1a021b5,宣武门西大街26号院,116.363495,39.904119,123408.0,小区介绍$国资委小区，门口有门卫师傅看管，居住群体单一，小区很少出房，可谓闹中取静；小区内24小时电梯，24小时热水，楼道内定时有工作人员打扰卫生，楼体环境干净整洁。,西城小区,(西城长椿街)宣武门西大街26号院,1992,POINT (116.363495 39.904119),金融街街道,西城区,北京市,北京市
1a1aa87d901954f9262d0f2c30eba84b,秋实家园,116.219325,40.23023,28257.0,交通出行$秋实家园南门距离昌平地铁站是1.9公里，南门距离公交站（昌平西关环岛西公交站）是400米（以上数据均来源于百度地图），西关环岛西公交站有多条交通路线，其中883路、919路公交都可以直达德胜门$$小区介绍$本小区是一个成熟的小区，*配套很完善，有正规的物业公司，管理的好。是您理想的选择。$$周边配套$小区旁边是明皇蜡像宫，距离西关环岛225米，小区东侧有2个大型广场物美和京客隆，一个早市，买菜购物便利。大型的购物广场是八达岭万达广场，和八达岭奥莱，医院：昌平区医院和昌平中医院。$$适宜人群$小区有食堂 有偿提供三餐 房子是中间楼层 小区安静宜居 生活气息浓厚,昌平小区,(昌平西关环岛)秋实家园,1993,POINT (116.219325 40.23023),城北街道,昌平区,北京市,北京市
07395d4e489d032bd0a25d80496e103a,国电中兴家园,116.357162,39.925796,120583.0,交通出行$地铁2号线阜成门站，公交：3路 13路 42路 61路 73路 80路 101路 102路 103路 121路 612路 快速公交4线 夜13路 运通106临线 运通106线 专6路，出行十分便利。$$小区介绍$小区环境很好，保安24小时执勤，热情负责。小区停车方便，活动空间大。小区离西二环和阜成路近，出入西二环很方便，$$周边配套$小区交通便利，生活设施齐全，适合居住，房子是两室一大厅，小区100米有菜市场，不拥挤,西城小区,(西城月坛)南营房一区,1989,POINT (116.357162 39.925796),新街口街道,西城区,北京市,北京市
3f949a5040b5d8cbc562109c7459556a,北方工业大学宿舍,116.217202,39.935151,61707.0,小区介绍$环境优美 到处都是青春的气息 书香的味道 里面有多个餐厅 价格便宜干净 小区安全有保障$$周边配套$出小区北门就是6号线地铁西黄村站，距离阜石路1.5公里，小区西侧是首钢医院，购物当代商城,石景山小区,(石景山杨庄)晋元庄5号院,1982,POINT (116.217202 39.935151),四季青地区（镇）,海淀区,北京市,北京市
